;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors
139;139;2Fdx4TcQFe8;7;['images\\maxresdefault\\139_GB_2Fdx4TcQFe8_0.jpg'];[False];[200];[];[];"Reman el pl T

 
 
  
    
   

 

 

Nee)

 

eh aa

: CRYSTAL BALL

    
   
 

| ee, eens * ECA Tet
";[];[([(18, 18, 18), 'Grey7'], 8072.0), ([(28, 28, 28), 'Grey11'], 7026.0), ([(38, 38, 38), 'Grey15'], 6002.0), ([(58, 58, 58), 'Grey23'], 4549.0), ([(48, 48, 48), 'Grey19'], 4477.0)];[([(128, 128, 128), 'Gray'], 9823.0), ([(0, 0, 0), 'Black'], 9337.0), ([(192, 192, 192), 'Silver'], 1401.0), ([(128, 0, 128), 'Purple'], 67.0), ([(128, 0, 0), 'Maroon'], 66.0)]
140;140;2HboMs0vbsE;1;['images\\maxresdefault\\140_GB_2HboMs0vbsE_0.jpg'];[False];[200];[];[];" 
";[];[([(18, 18, 18), 'Grey7'], 11832.0), ([(28, 28, 28), 'Grey11'], 10047.0), ([(8, 8, 8), 'Grey3'], 4231.0), ([(38, 38, 38), 'Grey15'], 2836.0), ([(48, 48, 48), 'Grey19'], 1435.0)];[([(0, 0, 0), 'Black'], 7569.0), ([(192, 192, 192), 'Silver'], 3693.0), ([(128, 128, 128), 'Gray'], 3302.0), ([(0, 128, 128), 'Teal'], 1918.0), ([(0, 255, 255), 'Cyan'], 1680.0)]
141;141;2MiQonPvlVM;9;['ERROR'];[True];[404];[];[];;[];[];[]
142;142;2MxAwOC_o5w;1;['ERROR'];[True];[404];[];[];;[];[];[]
143;143;2NlNEj2mCIg;13;['images\\maxresdefault\\143_GB_2NlNEj2mCIg_0.jpg'];[False];[200];['person'];[0.525723];" 
";[];[([(0, 0, 0), 'Black'], 10914.0), ([(18, 18, 18), 'Grey7'], 5946.0), ([(28, 28, 28), 'Grey11'], 5417.0), ([(135, 95, 95), 'LightPink4'], 4623.0), ([(175, 135, 135), 'RosyBrown'], 2795.0)];[([(128, 128, 128), 'Gray'], 11061.0), ([(0, 0, 0), 'Black'], 3703.0), ([(192, 192, 192), 'Silver'], 2735.0), ([(128, 128, 0), 'Olive'], 2313.0), ([(128, 0, 0), 'Maroon'], 535.0)]
144;144;2Nlo2ekTRvI;6;['images\\maxresdefault\\144_GB_2Nlo2ekTRvI_0.jpg'];[False];[200];[];[];" 
";[];[([(255, 255, 255), 'White'], 6611.0), ([(238, 238, 238), 'Grey93'], 2049.0), ([(215, 215, 255), 'LightSteelBlue1'], 1924.0), ([(175, 215, 255), 'LightSkyBlue1'], 1633.0), ([(255, 0, 95), 'DeepPink2'], 1380.0)];[([(255, 255, 255), 'White'], 6922.0), ([(192, 192, 192), 'Silver'], 5668.0), ([(128, 128, 128), 'Gray'], 3052.0), ([(255, 0, 0), 'Red'], 2380.0), ([(0, 0, 0), 'Black'], 861.0)]
145;145;2PH7dK6SLC8;20;['images\\maxresdefault\\145_GB_2PH7dK6SLC8_0.jpg'];[False];[200];['person'];[0.7649598];" 
";['neutral'];[([(95, 135, 135), 'PaleTurquoise4'], 3945.0), ([(95, 95, 135), 'MediumPurple4'], 2790.0), ([(18, 18, 18), 'Grey7'], 2638.0), ([(28, 28, 28), 'Grey11'], 2372.0), ([(0, 0, 215), 'Blue3'], 2318.0)];[([(128, 128, 128), 'Gray'], 6928.0), ([(0, 0, 0), 'Black'], 3882.0), ([(192, 192, 192), 'Silver'], 2679.0), ([(128, 128, 0), 'Olive'], 1572.0), ([(255, 255, 255), 'White'], 1199.0)]
146;146;2S2qtGisT34;1;['images\\maxresdefault\\146_GB_2S2qtGisT34_0.jpg'];[False];[200];['person'];[0.8458647];" 
";[];[([(135, 95, 95), 'LightPink4'], 7880.0), ([(68, 68, 68), 'Grey27'], 5223.0), ([(58, 58, 58), 'Grey23'], 5015.0), ([(78, 78, 78), 'Grey30'], 4563.0), ([(48, 48, 48), 'Grey19'], 4457.0)];[([(128, 128, 128), 'Gray'], 8107.0), ([(128, 0, 0), 'Maroon'], 5489.0), ([(0, 0, 0), 'Black'], 4256.0), ([(192, 192, 192), 'Silver'], 907.0), ([(128, 128, 0), 'Olive'], 819.0)]
147;147;2SJ0hgdciNE;15;['images\\maxresdefault\\147_GB_2SJ0hgdciNE_0.jpg'];[False];[200];['person', 'person', 'person'];[0.9625972, 0.9277732, 0.6689465];" 
";['happy'];[([(175, 175, 215), 'LightSteelBlue3'], 5103.0), ([(135, 135, 175), 'LightSlateGrey'], 4335.0), ([(95, 95, 135), 'MediumPurple4'], 4301.0), ([(135, 175, 175), 'LightSkyBlue3'], 2913.0), ([(198, 198, 198), 'Grey78'], 2569.0)];[([(192, 192, 192), 'Silver'], 12323.0), ([(128, 128, 128), 'Gray'], 3740.0), ([(0, 0, 0), 'Black'], 2562.0), ([(0, 0, 128), 'Navy'], 785.0), ([(255, 255, 255), 'White'], 671.0)]
148;148;2TQAP-uAN9I;13;['images\\maxresdefault\\148_GB_2TQAP-uAN9I_0.jpg'];[False];[200];['person', 'person'];[0.8677055, 0.5294162];" 
";[];[([(255, 255, 255), 'White'], 8998.0), ([(58, 58, 58), 'Grey23'], 4594.0), ([(48, 48, 48), 'Grey19'], 3795.0), ([(38, 38, 38), 'Grey15'], 3316.0), ([(68, 68, 68), 'Grey27'], 2347.0)];[([(128, 128, 128), 'Gray'], 6959.0), ([(0, 0, 0), 'Black'], 3951.0), ([(0, 128, 128), 'Teal'], 3325.0), ([(255, 255, 255), 'White'], 2658.0), ([(192, 192, 192), 'Silver'], 2374.0)]
149;149;2UByqalCfnk;36;['images\\maxresdefault\\149_GB_2UByqalCfnk_0.jpg'];[False];[200];['person'];[0.89068305];" 
";['fear'];[([(95, 0, 0), 'DarkRed'], 15103.0), ([(28, 28, 28), 'Grey11'], 14618.0), ([(18, 18, 18), 'Grey7'], 9013.0), ([(135, 0, 95), 'DeepPink4'], 3465.0), ([(128, 0, 0), 'Maroon'], 2719.0)];[([(0, 0, 0), 'Black'], 9489.0), ([(128, 0, 0), 'Maroon'], 8714.0), ([(128, 0, 128), 'Purple'], 2069.0), ([(128, 128, 0), 'Olive'], 279.0), ([(128, 128, 128), 'Gray'], 162.0)]
150;150;2UmRhLA3Qzk;12;['images\\maxresdefault\\150_GB_2UmRhLA3Qzk_0.jpg'];[False];[200];['person', 'person'];[0.7713089, 0.67616266];" 
";[];[([(255, 255, 255), 'White'], 11086.0), ([(38, 38, 38), 'Grey15'], 5745.0), ([(238, 238, 238), 'Grey93'], 3880.0), ([(228, 228, 228), 'Grey89'], 3117.0), ([(215, 215, 175), 'LightYellow3'], 2610.0)];[([(255, 255, 255), 'White'], 9366.0), ([(0, 0, 0), 'Black'], 5621.0), ([(192, 192, 192), 'Silver'], 3171.0), ([(128, 128, 128), 'Gray'], 1720.0), ([(255, 255, 0), 'Yellow'], 348.0)]
151;151;2VggEmXPnGw;29;['images\\maxresdefault\\151_GB_2VggEmXPnGw_0.jpg'];[False];[200];['person', 'person'];[0.625717, 0.5985667];"f GREAT BIG STORY y, '
";[];[([(18, 18, 18), 'Grey7'], 6893.0), ([(28, 28, 28), 'Grey11'], 5374.0), ([(8, 8, 8), 'Grey3'], 5097.0), ([(68, 68, 68), 'Grey27'], 4749.0), ([(38, 38, 38), 'Grey15'], 3721.0)];[([(0, 0, 0), 'Black'], 9575.0), ([(128, 128, 128), 'Gray'], 6786.0), ([(128, 0, 0), 'Maroon'], 1475.0), ([(128, 128, 0), 'Olive'], 1172.0), ([(192, 192, 192), 'Silver'], 730.0)]
152;152;2Vv-BfVoq4g;14;['ERROR'];[True];[404];[];[];;[];[];[]
153;153;2WHcBwq2wHc;31;['images\\maxresdefault\\153_GB_2WHcBwq2wHc_0.jpg'];[False];[200];['person'];[0.7595593];" 
";['happy'];[([(28, 28, 28), 'Grey11'], 9614.0), ([(18, 18, 18), 'Grey7'], 7570.0), ([(38, 38, 38), 'Grey15'], 5602.0), ([(0, 95, 95), 'DeepSkyBlue4'], 5178.0), ([(48, 48, 48), 'Grey19'], 3010.0)];[([(0, 0, 0), 'Black'], 9211.0), ([(128, 0, 0), 'Maroon'], 3354.0), ([(255, 255, 255), 'White'], 2673.0), ([(128, 128, 128), 'Gray'], 1576.0), ([(192, 192, 192), 'Silver'], 1044.0)]
154;154;2XPF3Snm9JE;5;['images\\maxresdefault\\154_GB_2XPF3Snm9JE_0.jpg'];[False];[200];['person'];[0.79911613];"     

SSASODE

Breast te

  

IV VAN AZE - } \
Metis xian

Saal

 
";['fear'];[([(48, 48, 48), 'Grey19'], 6034.0), ([(38, 38, 38), 'Grey15'], 4785.0), ([(0, 95, 135), 'DeepSkyBlue4'], 3278.0), ([(28, 28, 28), 'Grey11'], 3271.0), ([(58, 58, 58), 'Grey23'], 2952.0)];[([(0, 0, 0), 'Black'], 9021.0), ([(128, 128, 128), 'Gray'], 4331.0), ([(192, 192, 192), 'Silver'], 4110.0), ([(128, 0, 0), 'Maroon'], 1487.0), ([(0, 128, 128), 'Teal'], 903.0)]
155;155;2YVMusIxisY;19;['images\\maxresdefault\\155_GB_2YVMusIxisY_0.jpg'];[False];[200];['person', 'car', 'truck'];[0.7300446, 0.55381256, 0.521615];" 

OFFICIAL
";[];[([(238, 238, 238), 'Grey93'], 6030.0), ([(95, 95, 95), 'Grey37'], 4630.0), ([(88, 88, 88), 'Grey35'], 3039.0), ([(68, 68, 68), 'Grey27'], 3029.0), ([(78, 78, 78), 'Grey30'], 2881.0)];[([(128, 128, 128), 'Gray'], 10947.0), ([(0, 0, 0), 'Black'], 3963.0), ([(192, 192, 192), 'Silver'], 3373.0), ([(255, 255, 255), 'White'], 1316.0), ([(128, 0, 0), 'Maroon'], 330.0)]
156;156;2Yb_VA4L3YU;1;['images\\maxresdefault\\156_GB_2Yb_VA4L3YU_0.jpg'];[False];[200];['person', 'kite', 'tie'];[0.6790564, 0.571755, 0.55857575];" 
";[];[([(68, 68, 68), 'Grey27'], 6976.0), ([(78, 78, 78), 'Grey30'], 4991.0), ([(108, 108, 108), 'Grey42'], 2916.0), ([(118, 118, 118), 'Grey46'], 2674.0), ([(188, 188, 188), 'Grey74'], 2636.0)];[([(128, 128, 128), 'Gray'], 16014.0), ([(192, 192, 192), 'Silver'], 3915.0), ([(0, 0, 0), 'Black'], 521.0), ([(0, 128, 128), 'Teal'], 205.0), ([(0, 128, 0), 'Green'], 43.0)]
157;157;2Zvmi5BzDbs;13;['images\\maxresdefault\\157_GB_2Zvmi5BzDbs_0.jpg'];[False];[200];['person', 'person', 'person', 'person'];[0.90072834, 0.84899455, 0.7329421, 0.7241896];" 
";['happy', 'surprise'];[([(38, 38, 38), 'Grey15'], 5555.0), ([(48, 48, 48), 'Grey19'], 4463.0), ([(158, 158, 158), 'Grey62'], 4362.0), ([(28, 28, 28), 'Grey11'], 3375.0), ([(0, 0, 0), 'Black'], 3343.0)];[([(128, 128, 128), 'Gray'], 7442.0), ([(0, 0, 0), 'Black'], 7065.0), ([(128, 128, 0), 'Olive'], 2783.0), ([(192, 192, 192), 'Silver'], 1964.0), ([(128, 0, 0), 'Maroon'], 1367.0)]
158;158;2aQykuIaJVI;28;['images\\maxresdefault\\158_GB_2aQykuIaJVI_0.jpg'];[False];[200];['person'];[0.8786617];" 
";['happy'];[([(0, 0, 0), 'Black'], 29625.0), ([(8, 8, 8), 'Grey3'], 5260.0), ([(28, 28, 28), 'Grey11'], 5029.0), ([(18, 18, 18), 'Grey7'], 4390.0), ([(38, 38, 38), 'Grey15'], 3345.0)];[([(0, 0, 0), 'Black'], 15986.0), ([(128, 128, 128), 'Gray'], 3790.0), ([(192, 192, 192), 'Silver'], 940.0), ([(255, 255, 255), 'White'], 20.0), ([(255, 0, 0), 'Red'], 0.0)]
159;159;2afSbqlp5HU;4;['ERROR'];[True];[404];[];[];;[];[];[]
160;160;2b5szHlQI_A;12;['images\\maxresdefault\\160_GB_2b5szHlQI_A_0.jpg'];[False];[200];['person', 'person', 'person'];[0.8777225, 0.7803564, 0.592382];" 
";['happy', 'neutral'];[([(135, 95, 95), 'LightPink4'], 4716.0), ([(48, 48, 48), 'Grey19'], 4285.0), ([(175, 135, 95), 'LightSalmon3'], 3596.0), ([(58, 58, 58), 'Grey23'], 3026.0), ([(78, 78, 78), 'Grey30'], 2750.0)];[([(128, 128, 128), 'Gray'], 10083.0), ([(192, 192, 192), 'Silver'], 7571.0), ([(0, 0, 0), 'Black'], 1036.0), ([(128, 0, 0), 'Maroon'], 1017.0), ([(128, 128, 0), 'Olive'], 810.0)]
161;161;2cosj7UeQoY;15;['ERROR'];[True];[404];[];[];;[];[];[]
162;162;2dls8iCoQTI;15;['images\\maxresdefault\\162_GB_2dls8iCoQTI_0.jpg'];[False];[200];['bottle', 'knife', 'knife', 'knife'];[0.6486601, 0.56930584, 0.53652745, 0.5060658];" 
";[];[([(218, 218, 218), 'Grey85'], 6335.0), ([(215, 215, 215), 'Grey84'], 5154.0), ([(208, 208, 208), 'Grey82'], 5100.0), ([(198, 198, 198), 'Grey78'], 4565.0), ([(188, 188, 188), 'Grey74'], 4434.0)];[([(192, 192, 192), 'Silver'], 15000.0), ([(128, 128, 128), 'Gray'], 2429.0), ([(128, 0, 0), 'Maroon'], 1546.0), ([(255, 255, 255), 'White'], 963.0), ([(0, 0, 0), 'Black'], 501.0)]
163;163;2eoEctPNGNw;3;['ERROR'];[True];[404];[];[];;[];[];[]
164;164;2fGXDFiFBhg;11;['images\\maxresdefault\\164_GB_2fGXDFiFBhg_0.jpg'];[False];[200];['person', 'remote'];[0.88242704, 0.6752235];" 
";[];[([(68, 68, 68), 'Grey27'], 5390.0), ([(58, 58, 58), 'Grey23'], 4580.0), ([(78, 78, 78), 'Grey30'], 4420.0), ([(88, 88, 88), 'Grey35'], 3827.0), ([(48, 48, 48), 'Grey19'], 3023.0)];[([(128, 128, 128), 'Gray'], 6880.0), ([(0, 0, 0), 'Black'], 4072.0), ([(0, 0, 128), 'Navy'], 3663.0), ([(192, 192, 192), 'Silver'], 3494.0), ([(0, 128, 128), 'Teal'], 835.0)]
165;165;2h_TxIxx-Kg;5;['images\\maxresdefault\\165_GB_2h_TxIxx-Kg_0.jpg'];[False];[200];['person', 'person'];[0.7530697, 0.62032115];" 
";['neutral'];[([(0, 135, 135), 'Turquoise4'], 7163.0), ([(0, 128, 128), 'Teal'], 4317.0), ([(68, 68, 68), 'Grey27'], 4055.0), ([(0, 175, 175), 'LightSeaGreen'], 3480.0), ([(255, 0, 0), 'Red'], 3099.0)];[([(128, 0, 0), 'Maroon'], 6302.0), ([(0, 128, 128), 'Teal'], 4935.0), ([(0, 0, 0), 'Black'], 2724.0), ([(255, 255, 255), 'White'], 1895.0), ([(128, 128, 128), 'Gray'], 1691.0)]
166;166;2kCbFmjEi6A;17;['images\\maxresdefault\\166_GB_2kCbFmjEi6A_0.jpg'];[False];[200];['person'];[0.58357805];" 
";[];[([(28, 28, 28), 'Grey11'], 12850.0), ([(38, 38, 38), 'Grey15'], 9018.0), ([(18, 18, 18), 'Grey7'], 7348.0), ([(48, 48, 48), 'Grey19'], 5094.0), ([(95, 95, 135), 'MediumPurple4'], 4497.0)];[([(0, 0, 0), 'Black'], 12231.0), ([(0, 0, 128), 'Navy'], 5721.0), ([(128, 128, 128), 'Gray'], 1453.0), ([(0, 128, 128), 'Teal'], 1327.0), ([(128, 0, 128), 'Purple'], 4.0)]
167;167;2kfIkm5qVsQ;13;['ERROR'];[True];[404];[];[];;[];[];[]
168;168;2kpJ4GbVvNc;13;['images\\maxresdefault\\168_GB_2kpJ4GbVvNc_0.jpg'];[False];[200];['person'];[0.6583033];" 

 
";[];[([(238, 238, 238), 'Grey93'], 7201.0), ([(135, 95, 0), 'Orange4'], 6470.0), ([(95, 0, 0), 'DarkRed'], 4000.0), ([(175, 95, 95), 'IndianRed'], 3767.0), ([(228, 228, 228), 'Grey89'], 2613.0)];[([(255, 255, 255), 'White'], 7241.0), ([(128, 0, 0), 'Maroon'], 4759.0), ([(192, 192, 192), 'Silver'], 2821.0), ([(128, 128, 0), 'Olive'], 2611.0), ([(0, 0, 0), 'Black'], 2005.0)]
169;169;2lCW-iaOZ_M;7;['images\\maxresdefault\\169_GB_2lCW-iaOZ_M_0.jpg'];[False];[200];[];[];"  

ee tel 41373 ee
WARNING: SPOILERS!!!
";[];[([(0, 0, 0), 'Black'], 8737.0), ([(8, 8, 8), 'Grey3'], 7756.0), ([(18, 18, 18), 'Grey7'], 5780.0), ([(255, 255, 0), 'Yellow'], 5601.0), ([(28, 28, 28), 'Grey11'], 3459.0)];[([(0, 0, 0), 'Black'], 8508.0), ([(128, 128, 128), 'Gray'], 4796.0), ([(255, 255, 0), 'Yellow'], 2493.0), ([(192, 192, 192), 'Silver'], 1251.0), ([(128, 0, 0), 'Maroon'], 1043.0)]
170;170;2m2HLU5uVwg;7;['images\\maxresdefault\\170_GB_2m2HLU5uVwg_0.jpg'];[False];[200];['person', 'person', 'surfboard', 'tie'];[0.8890644, 0.85476804, 0.53972054, 0.5317184];" 

 

 
";['happy'];[([(188, 188, 188), 'Grey74'], 4640.0), ([(38, 38, 38), 'Grey15'], 4593.0), ([(175, 175, 135), 'NavajoWhite3'], 4472.0), ([(28, 28, 28), 'Grey11'], 4270.0), ([(178, 178, 178), 'Grey70'], 3688.0)];[([(0, 0, 0), 'Black'], 7698.0), ([(128, 128, 128), 'Gray'], 5694.0), ([(192, 192, 192), 'Silver'], 4551.0), ([(128, 0, 0), 'Maroon'], 1611.0), ([(128, 128, 0), 'Olive'], 825.0)]
171;171;2mrOcJNPxEc;2;['images\\maxresdefault\\171_GB_2mrOcJNPxEc_0.jpg'];[False];[200];['person', 'person'];[0.5996912, 0.55458933];" 
";[];[([(38, 38, 38), 'Grey15'], 16505.0), ([(48, 48, 48), 'Grey19'], 5278.0), ([(18, 18, 18), 'Grey7'], 4865.0), ([(28, 28, 28), 'Grey11'], 4605.0), ([(58, 58, 58), 'Grey23'], 3889.0)];[([(0, 0, 0), 'Black'], 12430.0), ([(128, 128, 128), 'Gray'], 3496.0), ([(128, 0, 0), 'Maroon'], 1468.0), ([(0, 0, 128), 'Navy'], 1352.0), ([(192, 192, 192), 'Silver'], 890.0)]
172;172;2nJ3U5dzvPs;10;['images\\maxresdefault\\172_GB_2nJ3U5dzvPs_0.jpg'];[False];[200];[];[];" 
";['happy'];[([(28, 28, 28), 'Grey11'], 9809.0), ([(38, 38, 38), 'Grey15'], 9465.0), ([(68, 68, 68), 'Grey27'], 4740.0), ([(48, 48, 48), 'Grey19'], 4166.0), ([(8, 8, 8), 'Grey3'], 3922.0)];[([(0, 0, 0), 'Black'], 7064.0), ([(128, 128, 128), 'Gray'], 6654.0), ([(192, 192, 192), 'Silver'], 3827.0), ([(255, 255, 255), 'White'], 1662.0), ([(128, 0, 0), 'Maroon'], 1235.0)]
173;173;2nUW3nIOOOg;30;['images\\maxresdefault\\173_GB_2nUW3nIOOOg_0.jpg'];[False];[200];['person'];[0.82336724];" 
";[];[([(0, 215, 255), 'Turquoise2'], 7328.0), ([(0, 95, 135), 'DeepSkyBlue4'], 4007.0), ([(28, 28, 28), 'Grey11'], 3155.0), ([(0, 95, 95), 'DeepSkyBlue4'], 2488.0), ([(255, 255, 215), 'Cornsilk1'], 2440.0)];[([(0, 128, 128), 'Teal'], 4091.0), ([(0, 255, 255), 'Cyan'], 3512.0), ([(128, 128, 128), 'Gray'], 3340.0), ([(0, 0, 0), 'Black'], 3223.0), ([(192, 192, 192), 'Silver'], 2821.0)]
174;174;2nshBD9EbxE;8;['images\\maxresdefault\\174_GB_2nshBD9EbxE_0.jpg'];[False];[200];['person', 'baseball bat'];[0.96633166, 0.633042];" 

HOW TO MAKE A

Bal WOODEN KATANA
";[];[([(255, 255, 255), 'White'], 7312.0), ([(58, 58, 58), 'Grey23'], 6577.0), ([(135, 135, 95), 'Wheat4'], 4831.0), ([(238, 238, 238), 'Grey93'], 3417.0), ([(48, 48, 48), 'Grey19'], 3183.0)];[([(128, 128, 128), 'Gray'], 11860.0), ([(0, 0, 0), 'Black'], 5042.0), ([(192, 192, 192), 'Silver'], 2380.0), ([(0, 0, 128), 'Navy'], 392.0), ([(255, 255, 255), 'White'], 333.0)]
175;175;2pJlpCfueV0;3;['ERROR'];[True];[404];[];[];;[];[];[]
176;176;2pVHOaT9CZ4;19;['images\\maxresdefault\\176_GB_2pVHOaT9CZ4_0.jpg'];[False];[200];['person'];[0.9717719];"iW “ 2i| ie
.__f] ae
‘Ss S

it
a TEE. it Fe
‘y lbp * L

 
";['happy'];[([(238, 238, 238), 'Grey93'], 14286.0), ([(228, 228, 228), 'Grey89'], 3411.0), ([(215, 175, 175), 'MistyRose3'], 2089.0), ([(135, 0, 95), 'DeepPink4'], 2014.0), ([(95, 0, 0), 'DarkRed'], 1751.0)];[([(255, 255, 255), 'White'], 4832.0), ([(192, 192, 192), 'Silver'], 3972.0), ([(128, 0, 0), 'Maroon'], 3866.0), ([(128, 0, 128), 'Purple'], 2606.0), ([(0, 0, 0), 'Black'], 2476.0)]
177;177;2rp_8lf-kik;1;['ERROR'];[True];[404];[];[];;[];[];[]
178;178;2tDKp41nrw8;2;['images\\maxresdefault\\178_GB_2tDKp41nrw8_0.jpg'];[False];[200];['person'];[0.9770024];" 
";['neutral'];[([(0, 0, 0), 'Black'], 14510.0), ([(135, 95, 95), 'LightPink4'], 8825.0), ([(88, 88, 88), 'Grey35'], 7445.0), ([(95, 95, 95), 'Grey37'], 5102.0), ([(135, 135, 95), 'Wheat4'], 4710.0)];[([(128, 128, 128), 'Gray'], 9260.0), ([(128, 128, 0), 'Olive'], 6339.0), ([(0, 0, 0), 'Black'], 3725.0), ([(192, 192, 192), 'Silver'], 1189.0), ([(128, 0, 0), 'Maroon'], 130.0)]
179;179;2vJDniqV8V4;10;['images\\maxresdefault\\179_GB_2vJDniqV8V4_0.jpg'];[False];[200];[];[];" 
";[];[([(48, 48, 48), 'Grey19'], 6610.0), ([(58, 58, 58), 'Grey23'], 6133.0), ([(38, 38, 38), 'Grey15'], 5631.0), ([(68, 68, 68), 'Grey27'], 3865.0), ([(28, 28, 28), 'Grey11'], 3583.0)];[([(192, 192, 192), 'Silver'], 9177.0), ([(128, 128, 128), 'Gray'], 6483.0), ([(0, 0, 0), 'Black'], 1993.0), ([(0, 0, 128), 'Navy'], 1266.0), ([(255, 0, 0), 'Red'], 976.0)]
180;180;2vPw8QbzFTo;5;['images\\maxresdefault\\180_GB_2vPw8QbzFTo_0.jpg'];[False];[200];[];[];;[];[([(0, 0, 0), 'Black'], 35967.0), ([(255, 255, 255), 'White'], 15624.0), ([(128, 128, 128), 'Grey'], 933.0), ([(238, 238, 238), 'Grey93'], 457.0), ([(175, 95, 95), 'IndianRed'], 361.0)];[([(255, 255, 255), 'White'], 9034.0), ([(0, 0, 0), 'Black'], 8966.0), ([(128, 128, 128), 'Gray'], 1452.0), ([(192, 192, 192), 'Silver'], 983.0), ([(128, 0, 0), 'Maroon'], 263.0)]
181;181;2z3EUY1aXdY;38;['images\\maxresdefault\\181_GB_2z3EUY1aXdY_0.jpg'];[False];[200];['person'];[0.83980507];" 
";[];[([(8, 8, 8), 'Grey3'], 12303.0), ([(18, 18, 18), 'Grey7'], 7793.0), ([(95, 0, 95), 'DeepPink4'], 5661.0), ([(135, 0, 175), 'DarkMagenta'], 3738.0), ([(0, 0, 0), 'Black'], 3644.0)];[([(0, 0, 0), 'Black'], 8104.0), ([(128, 0, 128), 'Purple'], 5178.0), ([(128, 128, 128), 'Gray'], 1898.0), ([(192, 192, 192), 'Silver'], 1848.0), ([(128, 0, 0), 'Maroon'], 931.0)]
182;182;305ryPvU6A8;32;['ERROR'];[True];[404];[];[];;[];[];[]
183;183;31OMf1H5Rk0;34;['images\\maxresdefault\\183_GB_31OMf1H5Rk0_0.jpg'];[False];[200];['person', 'person'];[0.8899635, 0.8656106];" 
";['neutral', 'sad'];[([(255, 255, 215), 'Cornsilk1'], 7637.0), ([(18, 18, 18), 'Grey7'], 5474.0), ([(8, 8, 8), 'Grey3'], 3384.0), ([(48, 48, 48), 'Grey19'], 3251.0), ([(58, 58, 58), 'Grey23'], 3188.0)];[([(0, 0, 0), 'Black'], 5759.0), ([(192, 192, 192), 'Silver'], 4376.0), ([(128, 128, 128), 'Gray'], 4255.0), ([(128, 0, 0), 'Maroon'], 2589.0), ([(128, 128, 0), 'Olive'], 2011.0)]
184;184;31mjfjIkWiM;9;['ERROR'];[True];[404];[];[];;[];[];[]
185;185;34cHO5_LX9g;16;['images\\maxresdefault\\185_GB_34cHO5_LX9g_0.jpg'];[False];[200];[];[];" 
";['happy'];[([(175, 95, 95), 'IndianRed'], 4515.0), ([(215, 175, 135), 'Tan'], 4483.0), ([(135, 95, 95), 'LightPink4'], 4099.0), ([(8, 8, 8), 'Grey3'], 3547.0), ([(95, 0, 0), 'DarkRed'], 3505.0)];[([(0, 0, 0), 'Black'], 4875.0), ([(128, 0, 0), 'Maroon'], 4637.0), ([(192, 192, 192), 'Silver'], 4359.0), ([(128, 128, 128), 'Gray'], 3744.0), ([(128, 128, 0), 'Olive'], 1416.0)]
186;186;34yQnVJDTt8;1;['images\\maxresdefault\\186_GB_34yQnVJDTt8_0.jpg'];[False];[200];['person', 'person'];[0.9647629, 0.92697227];"ELLATORI92 Y/OC LIVE ON J@@moum — #BELLATORWGP —

La ee ag

ris

  
";['neutral', 'angry'];[([(48, 48, 48), 'Grey19'], 27990.0), ([(38, 38, 38), 'Grey15'], 5491.0), ([(28, 28, 28), 'Grey11'], 4459.0), ([(18, 18, 18), 'Grey7'], 3886.0), ([(8, 8, 8), 'Grey3'], 2101.0)];[([(0, 0, 0), 'Black'], 13562.0), ([(128, 128, 128), 'Gray'], 4551.0), ([(192, 192, 192), 'Silver'], 1581.0), ([(128, 0, 0), 'Maroon'], 404.0), ([(0, 0, 128), 'Navy'], 155.0)]
187;187;35aEjj8C4Cg;10;['images\\maxresdefault\\187_GB_35aEjj8C4Cg_0.jpg'];[False];[200];['person', 'person', 'person'];[0.81208867, 0.7913711, 0.55357563];" 
";['neutral'];[([(18, 18, 18), 'Grey7'], 8538.0), ([(38, 38, 38), 'Grey15'], 5891.0), ([(48, 48, 48), 'Grey19'], 5745.0), ([(28, 28, 28), 'Grey11'], 5604.0), ([(8, 8, 8), 'Grey3'], 4866.0)];[([(0, 0, 0), 'Black'], 10775.0), ([(128, 128, 128), 'Gray'], 4303.0), ([(0, 0, 128), 'Navy'], 1918.0), ([(192, 192, 192), 'Silver'], 1731.0), ([(0, 128, 128), 'Teal'], 1047.0)]
188;188;36DAv_m8Mlw;9;['images\\maxresdefault\\188_GB_36DAv_m8Mlw_0.jpg'];[False];[200];[];[];" 
";['neutral'];[([(255, 255, 255), 'White'], 13036.0), ([(148, 148, 148), 'Grey58'], 7162.0), ([(108, 108, 108), 'Grey42'], 5055.0), ([(88, 88, 88), 'Grey35'], 3848.0), ([(118, 118, 118), 'Grey46'], 2303.0)];[([(255, 255, 255), 'White'], 9163.0), ([(0, 0, 0), 'Black'], 3982.0), ([(192, 192, 192), 'Silver'], 2116.0), ([(128, 128, 128), 'Gray'], 1555.0), ([(0, 128, 128), 'Teal'], 1154.0)]
