;number;id;count;thumbnail_path;error;status;obj_names;obj_scores;ocr_texts;emotions;colors;cropped_colors;gray_mean_score;color_mean_score;gray_hist_score;red_hist_score;blue_hist_score;green_hist_score;edges_score;entropy_score;vevo
357;357;6eB_iBslIfE;14;['images\\maxresdefault\\357_GB_6eB_iBslIfE_0.jpg'];[False];[200];['person'];[0.73840475];" 
";[];[([(28, 28, 28), 'Grey11'], 6945.0), ([(38, 38, 38), 'Grey15'], 6223.0), ([(58, 58, 58), 'Grey23'], 5165.0), ([(78, 78, 78), 'Grey30'], 4696.0), ([(68, 68, 68), 'Grey27'], 4658.0)];[([(128, 0, 0), 'Maroon'], 7467.0), ([(128, 128, 0), 'Olive'], 4883.0), ([(128, 128, 128), 'Gray'], 3932.0), ([(0, 0, 0), 'Black'], 3858.0), ([(192, 192, 192), 'Silver'], 596.0)];1278170.0;921948.0;4703.8310546875;5120.63916015625;5311.5;5070.83544921875;1679666.0;187.71742363573964;False
358;358;6epjkX1sr2M;4;['images\\maxresdefault\\358_GB_6epjkX1sr2M_0.jpg'];[False];[200];['person', 'clock'];[0.5391897, 0.5322224];"<
SS
>|
Py
S

 
";['happy'];[([(175, 175, 215), 'LightSteelBlue3'], 10064.0), ([(135, 95, 175), 'MediumPurple3'], 3349.0), ([(255, 255, 255), 'White'], 3092.0), ([(95, 95, 175), 'SlateBlue3'], 2712.0), ([(95, 95, 135), 'MediumPurple4'], 2687.0)];[([(192, 192, 192), 'Silver'], 7814.0), ([(128, 128, 128), 'Gray'], 7251.0), ([(255, 255, 255), 'White'], 1565.0), ([(255, 0, 0), 'Red'], 1149.0), ([(128, 0, 0), 'Maroon'], 1017.0)];864601.0;1010244.0;5821.095703125;7016.1884765625;6428.240234375;5257.173828125;1678306.0;270.57075849445147;False
359;359;6h8QgZF5Qu4;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
360;360;6hhNXHojemc;13;['images\\maxresdefault\\360_GB_6hhNXHojemc_0.jpg'];[False];[200];['person', 'person'];[0.94884104, 0.93787444];" 
";['neutral'];[([(95, 95, 0), 'Orange4'], 9250.0), ([(28, 28, 28), 'Grey11'], 8664.0), ([(18, 18, 18), 'Grey7'], 8532.0), ([(38, 38, 38), 'Grey15'], 6070.0), ([(48, 48, 48), 'Grey19'], 4675.0)];[([(0, 0, 0), 'Black'], 10325.0), ([(128, 0, 0), 'Maroon'], 3481.0), ([(128, 128, 128), 'Gray'], 2687.0), ([(128, 128, 0), 'Olive'], 2234.0), ([(192, 192, 192), 'Silver'], 804.0)];1425595.0;913753.0;6683.22265625;8232.2529296875;6217.4267578125;6663.9482421875;1679472.0;188.1370552568356;False
361;361;6i9UUvxhAlY;10;['images\\maxresdefault\\361_GB_6i9UUvxhAlY_0.jpg'];[False];[200];['person'];[0.813533];" 
";[];[([(0, 135, 95), 'SpringGreen4'], 4650.0), ([(255, 255, 255), 'White'], 3595.0), ([(18, 18, 18), 'Grey7'], 2667.0), ([(48, 48, 48), 'Grey19'], 2274.0), ([(38, 38, 38), 'Grey15'], 2102.0)];[([(0, 0, 0), 'Black'], 7056.0), ([(192, 192, 192), 'Silver'], 5047.0), ([(128, 128, 128), 'Gray'], 3515.0), ([(255, 255, 255), 'White'], 2213.0), ([(128, 0, 0), 'Maroon'], 1616.0)];1049548.0;1096301.0;3069.22412109375;2841.4833984375;2717.267578125;2844.634765625;1678528.0;355.4676810433589;False
362;362;6iVbBd9h7W8;11;['images\\maxresdefault\\362_GB_6iVbBd9h7W8_0.jpg'];[False];[200];['person'];[0.84313047];"UNDER THE SKIN | #43 |

RUSSELL BRAND

GOD, THE UNIVERSE
& MEANING

WITH PROF BRIAN COX

vw

 
";[];[([(38, 38, 38), 'Grey15'], 9179.0), ([(28, 28, 28), 'Grey11'], 8262.0), ([(18, 18, 18), 'Grey7'], 7103.0), ([(68, 68, 68), 'Grey27'], 6957.0), ([(78, 78, 78), 'Grey30'], 4653.0)];[([(0, 0, 0), 'Black'], 12984.0), ([(128, 128, 128), 'Gray'], 3039.0), ([(0, 128, 128), 'Teal'], 2883.0), ([(255, 255, 255), 'White'], 865.0), ([(192, 192, 192), 'Silver'], 600.0)];1486041.0;999096.0;6913.04443359375;6361.150390625;7815.435546875;6750.93115234375;1679682.0;177.79212904701978;False
363;363;6jV798JxoTY;6;['images\\maxresdefault\\363_GB_6jV798JxoTY_0.jpg'];[False];[200];['person'];[0.8164128];" 
";['neutral'];[([(8, 8, 8), 'Grey3'], 5174.0), ([(0, 0, 0), 'Black'], 4738.0), ([(255, 175, 175), 'LightPink1'], 4348.0), ([(95, 95, 135), 'MediumPurple4'], 4301.0), ([(255, 255, 255), 'White'], 3565.0)];[([(192, 192, 192), 'Silver'], 6544.0), ([(0, 0, 0), 'Black'], 6361.0), ([(255, 255, 255), 'White'], 3384.0), ([(128, 128, 128), 'Gray'], 2927.0), ([(128, 0, 0), 'Maroon'], 502.0)];1163468.0;1097379.0;3009.75634765625;2843.718994140625;3457.355712890625;2683.5107421875;1678906.0;253.2483697517447;False
364;364;6l9go9X1EbE;19;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
365;365;6m0lnvcQPP0;1;['images\\maxresdefault\\365_GB_6m0lnvcQPP0_0.jpg'];[False];[200];['person', 'person'];[0.5762559, 0.54748607];" 
";[];[([(0, 0, 0), 'Black'], 14250.0), ([(135, 135, 175), 'LightSlateGrey'], 6620.0), ([(198, 198, 198), 'Grey78'], 6434.0), ([(192, 192, 192), 'Silver'], 4089.0), ([(188, 188, 188), 'Grey74'], 3600.0)];[([(192, 192, 192), 'Silver'], 9623.0), ([(0, 0, 0), 'Black'], 5233.0), ([(128, 128, 128), 'Gray'], 3810.0), ([(128, 0, 0), 'Maroon'], 1276.0), ([(128, 128, 0), 'Olive'], 738.0)];963302.0;1135419.0;8329.2119140625;8611.9365234375;8006.49609375;8189.080078125;1680115.0;777.9089349044732;False
366;366;6mDsa-AqNcQ;12;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
367;367;6oHn_mmeUOc;6;['images\\maxresdefault\\367_GB_6oHn_mmeUOc_0.jpg'];[False];[200];['apple'];[0.54512846];" 
";['neutral', 'neutral'];[([(28, 28, 28), 'Grey11'], 12584.0), ([(38, 38, 38), 'Grey15'], 7537.0), ([(48, 48, 48), 'Grey19'], 7356.0), ([(58, 58, 58), 'Grey23'], 6743.0), ([(18, 18, 18), 'Grey7'], 5896.0)];[([(0, 0, 0), 'Black'], 14626.0), ([(128, 128, 128), 'Gray'], 5286.0), ([(128, 128, 0), 'Olive'], 350.0), ([(128, 0, 0), 'Maroon'], 195.0), ([(0, 128, 0), 'Green'], 161.0)];1472914.0;890274.0;7864.138671875;7420.56396484375;8422.3984375;8054.42626953125;1679103.0;176.98672920718454;False
368;368;6p-QzY5bxJ0;2;['images\\maxresdefault\\368_GB_6p-QzY5bxJ0_0.jpg'];[False];[200];['person', 'person', 'person', 'person'];[0.81740314, 0.8160358, 0.791567, 0.7178198];" 

CORDEN
";[];[([(38, 38, 38), 'Grey15'], 9451.0), ([(28, 28, 28), 'Grey11'], 9423.0), ([(48, 48, 48), 'Grey19'], 7628.0), ([(58, 58, 58), 'Grey23'], 4010.0), ([(18, 18, 18), 'Grey7'], 3773.0)];[([(0, 0, 0), 'Black'], 12038.0), ([(128, 128, 128), 'Gray'], 4624.0), ([(128, 128, 0), 'Olive'], 2224.0), ([(192, 192, 192), 'Silver'], 1168.0), ([(0, 128, 0), 'Green'], 275.0)];1311439.0;792149.0;5403.02880859375;5648.18115234375;5768.30859375;5632.6298828125;1679347.0;209.40407276055373;False
369;369;6rCBG57gQJ8;6;['images\\maxresdefault\\369_GB_6rCBG57gQJ8_0.jpg'];[False];[200];['person'];[0.83659565];" 
";['happy'];[([(255, 215, 95), 'LightGoldenrod2'], 2838.0), ([(255, 175, 255), 'Plum1'], 2708.0), ([(175, 135, 135), 'RosyBrown'], 2625.0), ([(175, 135, 95), 'LightSalmon3'], 2555.0), ([(135, 95, 95), 'LightPink4'], 2390.0)];[([(192, 192, 192), 'Silver'], 6599.0), ([(128, 128, 128), 'Gray'], 6279.0), ([(0, 0, 0), 'Black'], 3164.0), ([(255, 255, 0), 'Yellow'], 1684.0), ([(255, 255, 255), 'White'], 1271.0)];845031.0;983422.0;5728.7421875;4766.1806640625;5880.15625;5354.6484375;1678593.0;268.46138885711014;False
370;370;6sHIq41sI-w;15;['images\\maxresdefault\\370_GB_6sHIq41sI-w_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person', 'person'];[0.83049524, 0.82515675, 0.8035799, 0.76268715, 0.71606046, 0.6466286, 0.5777327];" 
";['happy', 'happy', 'happy', 'happy', 'happy', 'happy', 'happy', 'happy'];[([(95, 95, 135), 'MediumPurple4'], 4101.0), ([(192, 192, 192), 'Silver'], 3760.0), ([(95, 135, 135), 'PaleTurquoise4'], 3176.0), ([(78, 78, 78), 'Grey30'], 2842.0), ([(175, 95, 95), 'IndianRed'], 2708.0)];[([(128, 128, 128), 'Gray'], 11387.0), ([(192, 192, 192), 'Silver'], 5611.0), ([(0, 128, 128), 'Teal'], 1700.0), ([(128, 0, 0), 'Maroon'], 746.0), ([(128, 0, 128), 'Purple'], 627.0)];899402.0;1072332.0;6192.5068359375;6247.154296875;5500.712890625;6162.7734375;1679027.0;188.5646951149754;False
371;371;6tiphMs-dCY;9;['images\\maxresdefault\\371_GB_6tiphMs-dCY_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person', 'person'];[0.90046763, 0.79973, 0.70763457, 0.69822073, 0.6209144, 0.5891599];" 
";['happy', 'happy', 'happy', 'happy'];[([(28, 28, 28), 'Grey11'], 3287.0), ([(38, 38, 38), 'Grey15'], 3221.0), ([(18, 18, 18), 'Grey7'], 3154.0), ([(48, 48, 48), 'Grey19'], 2670.0), ([(255, 0, 95), 'DeepPink2'], 2219.0)];[([(192, 192, 192), 'Silver'], 4603.0), ([(128, 128, 128), 'Gray'], 4302.0), ([(255, 0, 0), 'Red'], 3274.0), ([(128, 0, 0), 'Maroon'], 3119.0), ([(0, 0, 0), 'Black'], 2762.0)];1104435.0;1030101.0;3155.315185546875;2957.40283203125;2244.07275390625;2802.22509765625;1678628.0;278.7419059604164;False
372;372;6uBuxJXlWrQ;10;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
373;373;6uGQ_ypTw08;31;['images\\maxresdefault\\373_GB_6uGQ_ypTw08_0.jpg'];[False];[200];['book'];[0.84263897];" 
";[];[([(8, 8, 8), 'Grey3'], 41179.0), ([(0, 0, 0), 'Black'], 7807.0), ([(135, 135, 175), 'LightSlateGrey'], 1728.0), ([(135, 175, 215), 'LightSkyBlue3'], 1154.0), ([(95, 135, 175), 'SteelBlue'], 1022.0)];[([(0, 0, 0), 'Black'], 15499.0), ([(128, 128, 128), 'Gray'], 3677.0), ([(192, 192, 192), 'Silver'], 1344.0), ([(0, 0, 128), 'Navy'], 72.0), ([(128, 0, 128), 'Purple'], 64.0)];1192230.0;1549119.0;12629.11328125;11684.4296875;11903.3125;12266.544921875;1680126.0;1682.0731037638716;False
374;374;6uJemANlDqQ;7;['images\\maxresdefault\\374_GB_6uJemANlDqQ_0.jpg'];[False];[200];['person'];[0.83612967];" 
";['neutral'];[([(238, 238, 238), 'Grey93'], 9505.0), ([(255, 255, 255), 'White'], 7810.0), ([(255, 215, 215), 'MistyRose1'], 5367.0), ([(18, 18, 18), 'Grey7'], 3623.0), ([(8, 8, 8), 'Grey3'], 2591.0)];[([(255, 255, 255), 'White'], 6274.0), ([(192, 192, 192), 'Silver'], 6215.0), ([(0, 0, 0), 'Black'], 4705.0), ([(128, 128, 128), 'Gray'], 2880.0), ([(128, 0, 0), 'Maroon'], 413.0)];1066720.0;1050583.0;6638.279296875;6233.45703125;6369.39453125;6430.3310546875;1679525.0;209.40178469282694;False
375;375;6uJf2IT2Zh8;13;['images\\maxresdefault\\375_GB_6uJf2IT2Zh8_0.jpg'];[False];[200];['person'];[0.54762334];" 
     

i

OFFICIAL
";[];[([(0, 0, 0), 'Black'], 18596.0), ([(28, 28, 28), 'Grey11'], 8593.0), ([(18, 18, 18), 'Grey7'], 6339.0), ([(38, 38, 38), 'Grey15'], 6099.0), ([(48, 48, 48), 'Grey19'], 3469.0)];[([(0, 0, 0), 'Black'], 12717.0), ([(128, 128, 128), 'Gray'], 2729.0), ([(128, 0, 0), 'Maroon'], 2530.0), ([(128, 0, 128), 'Purple'], 1773.0), ([(192, 192, 192), 'Silver'], 449.0)];1375872.0;1150651.0;7747.37255859375;7191.76806640625;7053.0478515625;7914.6669921875;1679387.0;318.740418716394;False
376;376;6wGj89GE6aQ;21;['images\\maxresdefault\\376_GB_6wGj89GE6aQ_0.jpg'];[False];[200];['person'];[0.63761467];" 
";[];[([(8, 8, 8), 'Grey3'], 12566.0), ([(95, 0, 0), 'DarkRed'], 8551.0), ([(18, 18, 18), 'Grey7'], 6750.0), ([(175, 135, 95), 'LightSalmon3'], 4106.0), ([(175, 95, 95), 'IndianRed'], 2620.0)];[([(0, 0, 0), 'Black'], 7127.0), ([(128, 128, 128), 'Gray'], 5877.0), ([(192, 192, 192), 'Silver'], 2575.0), ([(128, 0, 0), 'Maroon'], 2220.0), ([(128, 128, 0), 'Olive'], 2183.0)];1094102.0;1127607.0;5188.4208984375;5572.40234375;4246.7841796875;5754.23828125;1679410.0;310.3631163482439;False
377;377;6x3iBCfHFDc;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
378;378;6zRtrLBg3vk;8;['images\\maxresdefault\\378_GB_6zRtrLBg3vk_0.jpg'];[False];[200];['person'];[0.7732635];"a 24 Ae
DEONTAY WILDER | _
Thidsi|a) eee

   
";[];[([(38, 38, 38), 'Grey15'], 12980.0), ([(48, 48, 48), 'Grey19'], 10149.0), ([(0, 0, 0), 'Black'], 7130.0), ([(28, 28, 28), 'Grey11'], 6214.0), ([(18, 18, 18), 'Grey7'], 3046.0)];[([(0, 0, 0), 'Black'], 13660.0), ([(255, 255, 255), 'White'], 1757.0), ([(128, 0, 0), 'Maroon'], 1605.0), ([(128, 128, 128), 'Gray'], 1535.0), ([(128, 128, 0), 'Olive'], 1033.0)];1326645.0;839077.0;6172.66796875;6598.548828125;5472.853515625;6061.138671875;1679194.0;326.7309232353278;False
379;379;7-7mW9daU5E;11;['images\\maxresdefault\\379_GB_7-7mW9daU5E_0.jpg'];[False];[200];[];[];" 
";[];[([(18, 18, 18), 'Grey7'], 3149.0), ([(58, 58, 58), 'Grey23'], 3062.0), ([(68, 68, 68), 'Grey27'], 3039.0), ([(175, 215, 215), 'LightCyan3'], 2995.0), ([(28, 28, 28), 'Grey11'], 2937.0)];[([(0, 0, 0), 'Black'], 7433.0), ([(128, 128, 128), 'Gray'], 6845.0), ([(192, 192, 192), 'Silver'], 3911.0), ([(0, 128, 0), 'Green'], 654.0), ([(255, 255, 255), 'White'], 525.0)];1142960.0;1059297.0;2572.5703125;2417.293701171875;3093.85009765625;2858.88671875;1678155.0;338.9104221484956;False
380;380;7-T08gSQmxk;14;['images\\maxresdefault\\380_GB_7-T08gSQmxk_0.jpg'];[False];[200];['person'];[0.66993546];" 
";['happy'];[([(238, 238, 238), 'Grey93'], 6998.0), ([(255, 255, 255), 'White'], 5404.0), ([(58, 58, 58), 'Grey23'], 3029.0), ([(135, 95, 95), 'LightPink4'], 2782.0), ([(68, 68, 68), 'Grey27'], 2713.0)];[([(128, 128, 128), 'Gray'], 6012.0), ([(255, 255, 255), 'White'], 5389.0), ([(192, 192, 192), 'Silver'], 4587.0), ([(0, 0, 0), 'Black'], 2235.0), ([(128, 128, 0), 'Olive'], 1050.0)];1094690.0;1051270.0;3701.157958984375;3199.92578125;3446.63037109375;4053.98779296875;1678403.0;349.723601418602;False
381;381;70pJZ9w3oGk;3;['images\\maxresdefault\\381_GB_70pJZ9w3oGk_0.jpg'];[False];[200];['person'];[0.9639692];" 
";[];[([(8, 8, 8), 'Grey3'], 7414.0), ([(28, 28, 28), 'Grey11'], 4175.0), ([(18, 18, 18), 'Grey7'], 3822.0), ([(0, 0, 0), 'Black'], 3647.0), ([(38, 38, 38), 'Grey15'], 3123.0)];[([(192, 192, 192), 'Silver'], 7129.0), ([(0, 0, 0), 'Black'], 6303.0), ([(128, 128, 128), 'Gray'], 5710.0), ([(255, 255, 255), 'White'], 1594.0), ([(255, 0, 0), 'Red'], 0.0)];1107211.0;1076928.0;3274.33154296875;3302.097412109375;3313.86669921875;3022.60107421875;1679366.0;276.519162567212;False
382;382;71Es-8FfATo;33;['images\\maxresdefault\\382_GB_71Es-8FfATo_0.jpg'];[False];[200];['person'];[0.55469465];" 
";[];[([(215, 255, 255), 'LightCyan1'], 7356.0), ([(58, 58, 58), 'Grey23'], 6369.0), ([(68, 68, 68), 'Grey27'], 6132.0), ([(48, 48, 48), 'Grey19'], 5696.0), ([(175, 255, 255), 'PaleTurquoise1'], 4694.0)];[([(128, 128, 128), 'Gray'], 7466.0), ([(0, 0, 0), 'Black'], 4733.0), ([(0, 128, 128), 'Teal'], 3379.0), ([(255, 255, 255), 'White'], 2342.0), ([(192, 192, 192), 'Silver'], 1684.0)];1328629.0;983605.0;5749.1435546875;5602.5830078125;5834.03662109375;5531.0234375;1679194.0;221.2480265415856;False
383;383;72QQsWm7yFk;8;['images\\maxresdefault\\383_GB_72QQsWm7yFk_0.jpg'];[False];[200];[];[];" 
";[];[([(18, 18, 18), 'Grey7'], 22186.0), ([(28, 28, 28), 'Grey11'], 8920.0), ([(38, 38, 38), 'Grey15'], 6142.0), ([(48, 48, 48), 'Grey19'], 4165.0), ([(8, 8, 8), 'Grey3'], 2051.0)];[([(0, 0, 0), 'Black'], 15102.0), ([(0, 0, 128), 'Navy'], 1882.0), ([(128, 128, 128), 'Gray'], 1278.0), ([(192, 192, 192), 'Silver'], 1072.0), ([(128, 0, 128), 'Purple'], 634.0)];1314249.0;896165.0;8121.8505859375;7540.14599609375;8055.64013671875;8201.375;1679723.0;413.36197231438047;False
384;384;739XDwYBEdI;8;['images\\maxresdefault\\384_GB_739XDwYBEdI_0.jpg'];[False];[200];[];[];"es

~ Wrestle In Peace
_ -ese

 
";['happy'];[([(215, 215, 175), 'LightYellow3'], 10171.0), ([(215, 175, 175), 'MistyRose3'], 6351.0), ([(228, 228, 228), 'Grey89'], 6022.0), ([(238, 238, 238), 'Grey93'], 4628.0), ([(218, 218, 218), 'Grey85'], 4183.0)];[([(255, 255, 255), 'White'], 10317.0), ([(192, 192, 192), 'Silver'], 8552.0), ([(128, 128, 128), 'Gray'], 1864.0), ([(128, 128, 0), 'Olive'], 3.0), ([(0, 0, 0), 'Black'], 0.0)];764019.0;921417.0;9974.44921875;10035.458984375;9510.458984375;10110.263671875;1679256.0;221.49319299851274;False
385;385;73_OWzBr8Fo;22;['images\\maxresdefault\\385_GB_73_OWzBr8Fo_0.jpg'];[False];[200];['person'];[0.67723227];" 
";['happy'];[([(208, 208, 208), 'Grey82'], 5249.0), ([(18, 18, 18), 'Grey7'], 4596.0), ([(8, 8, 8), 'Grey3'], 4106.0), ([(118, 118, 118), 'Grey46'], 3691.0), ([(108, 108, 108), 'Grey42'], 3350.0)];[([(128, 128, 128), 'Gray'], 10623.0), ([(0, 0, 0), 'Black'], 5422.0), ([(192, 192, 192), 'Silver'], 1451.0), ([(255, 255, 255), 'White'], 1159.0), ([(128, 0, 0), 'Maroon'], 1142.0)];1036707.0;972246.0;4720.16748046875;4292.9365234375;4705.478515625;4742.4970703125;1679104.0;282.80437020935824;False
386;386;76nG5pENy_Y;13;['images\\maxresdefault\\386_GB_76nG5pENy_Y_0.jpg'];[False];[200];['person'];[0.9215075];" 

 
";['fear'];[([(215, 215, 175), 'LightYellow3'], 4066.0), ([(18, 18, 18), 'Grey7'], 3792.0), ([(8, 8, 8), 'Grey3'], 3576.0), ([(28, 28, 28), 'Grey11'], 3553.0), ([(255, 215, 135), 'LightGoldenrod2'], 2710.0)];[([(192, 192, 192), 'Silver'], 7864.0), ([(0, 0, 0), 'Black'], 4107.0), ([(128, 128, 128), 'Gray'], 3139.0), ([(128, 128, 0), 'Olive'], 2994.0), ([(128, 0, 0), 'Maroon'], 1908.0)];1092867.0;1062492.0;3620.875;3281.98486328125;2675.166748046875;3667.55224609375;1678626.0;278.6812721656561;False
387;387;76owSh_PPG4;11;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
388;388;79dZ8JBTIL4;21;['images\\maxresdefault\\388_GB_79dZ8JBTIL4_0.jpg'];[False];[200];['person', 'person', 'person'];[0.77866995, 0.5422073, 0.5380749];" 
";['neutral', 'neutral', 'happy', 'fear'];[([(18, 18, 18), 'Grey7'], 16773.0), ([(8, 8, 8), 'Grey3'], 13773.0), ([(28, 28, 28), 'Grey11'], 4770.0), ([(255, 255, 255), 'White'], 4478.0), ([(215, 175, 175), 'MistyRose3'], 3231.0)];[([(0, 0, 0), 'Black'], 13454.0), ([(192, 192, 192), 'Silver'], 2754.0), ([(128, 128, 128), 'Gray'], 2204.0), ([(255, 255, 255), 'White'], 1440.0), ([(128, 0, 0), 'Maroon'], 704.0)];1230743.0;1211883.0;6991.560546875;6474.6318359375;6701.57470703125;6477.9345703125;1679397.0;277.87541471227553;False
389;389;7AXo-bYGXI4;14;['images\\maxresdefault\\389_GB_7AXo-bYGXI4_0.jpg'];[False];[200];['person'];[0.7536935];"   

SAM SMITH

ONE LAST
SONG

  
 

   
 
 
";['neutral'];[([(0, 0, 175), 'Blue3'], 26122.0), ([(0, 0, 135), 'DarkBlue'], 9068.0), ([(8, 8, 8), 'Grey3'], 2768.0), ([(18, 18, 18), 'Grey7'], 2330.0), ([(0, 0, 128), 'Navy'], 1494.0)];[([(0, 0, 128), 'Navy'], 12415.0), ([(128, 128, 128), 'Gray'], 4150.0), ([(0, 0, 0), 'Black'], 1491.0), ([(192, 192, 192), 'Silver'], 1200.0), ([(128, 0, 0), 'Maroon'], 514.0)];1345235.0;1002699.0;9160.453125;7835.09423828125;9136.37890625;9273.177734375;1679519.0;599.7009495481066;False
390;390;7AhWb8c0kXM;6;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
391;391;7C2z4GqqS5E;14;['images\\maxresdefault\\391_GB_7C2z4GqqS5E_0.jpg'];[False];[200];['person', 'person', 'person', 'person', 'person'];[0.8107795, 0.7112599, 0.6267949, 0.6096854, 0.5596499];" 
";[];[([(95, 135, 135), 'PaleTurquoise4'], 9238.0), ([(95, 175, 175), 'CadetBlue'], 6448.0), ([(135, 175, 175), 'LightSkyBlue3'], 5213.0), ([(175, 215, 215), 'LightCyan3'], 4438.0), ([(95, 135, 175), 'SteelBlue'], 3338.0)];[([(192, 192, 192), 'Silver'], 11468.0), ([(128, 128, 128), 'Gray'], 7077.0), ([(255, 255, 255), 'White'], 1041.0), ([(0, 128, 128), 'Teal'], 565.0), ([(0, 0, 0), 'Black'], 402.0)];675925.0;967513.0;7255.10791015625;8326.734375;6661.54736328125;7845.693359375;1678807.0;234.3167829767761;False
392;392;7DLKv39MLbg;1;['images\\maxresdefault\\392_GB_7DLKv39MLbg_0.jpg'];[False];[200];['person'];[0.9516224];" 
";['neutral'];[([(0, 215, 255), 'Turquoise2'], 7839.0), ([(255, 255, 255), 'White'], 5775.0), ([(238, 238, 238), 'Grey93'], 4881.0), ([(215, 175, 135), 'Tan'], 3455.0), ([(175, 135, 95), 'LightSalmon3'], 3383.0)];[([(128, 128, 128), 'Gray'], 7161.0), ([(192, 192, 192), 'Silver'], 5075.0), ([(255, 255, 255), 'White'], 3737.0), ([(0, 255, 255), 'Cyan'], 2932.0), ([(128, 128, 0), 'Olive'], 1415.0)];749501.0;1011654.0;7295.18603515625;6792.5390625;4804.41015625;7306.39453125;1678891.0;229.3839377645578;False
393;393;7FM_MfpYOLU;33;['images\\maxresdefault\\393_GB_7FM_MfpYOLU_0.jpg'];[False];[200];['person', 'person', 'person'];[0.9176566, 0.8645758, 0.85062164];" 
";['happy', 'angry'];[([(18, 18, 18), 'Grey7'], 7512.0), ([(28, 28, 28), 'Grey11'], 4784.0), ([(38, 38, 38), 'Grey15'], 3322.0), ([(135, 95, 95), 'LightPink4'], 3311.0), ([(238, 238, 238), 'Grey93'], 2634.0)];[([(0, 0, 0), 'Black'], 9309.0), ([(192, 192, 192), 'Silver'], 5003.0), ([(128, 128, 128), 'Gray'], 2768.0), ([(255, 255, 255), 'White'], 2022.0), ([(128, 128, 0), 'Olive'], 712.0)];1141064.0;1004993.0;3270.3701171875;2332.69482421875;3326.9716796875;2803.016845703125;1678950.0;297.33451550165887;False
394;394;7Fpbkpsx3cM;7;['images\\maxresdefault\\394_GB_7Fpbkpsx3cM_0.jpg'];[False];[200];[];[];"its) Pao
WHEL §=25/25

 
";[];[([(135, 175, 215), 'LightSkyBlue3'], 10577.0), ([(0, 0, 0), 'Black'], 8995.0), ([(215, 175, 95), 'LightGoldenrod3'], 4061.0), ([(95, 95, 135), 'MediumPurple4'], 2472.0), ([(95, 95, 175), 'SlateBlue3'], 2067.0)];[([(128, 128, 128), 'Gray'], 5808.0), ([(0, 0, 0), 'Black'], 5716.0), ([(192, 192, 192), 'Silver'], 4942.0), ([(255, 255, 0), 'Yellow'], 2444.0), ([(255, 255, 255), 'White'], 770.0)];860347.0;1212207.0;5901.3154296875;4694.0986328125;4292.1279296875;5103.31103515625;1678264.0;382.14117377874385;False
395;395;7GD1oeLeGUU;30;['images\\maxresdefault\\395_GB_7GD1oeLeGUU_0.jpg'];[False];[200];['person', 'person', 'person'];[0.85234475, 0.6911559, 0.60901475];" 
";['neutral', 'neutral'];[([(255, 255, 255), 'White'], 5158.0), ([(135, 95, 95), 'LightPink4'], 3188.0), ([(175, 135, 95), 'LightSalmon3'], 3159.0), ([(215, 175, 135), 'Tan'], 3036.0), ([(208, 208, 208), 'Grey82'], 2833.0)];[([(128, 128, 128), 'Gray'], 7674.0), ([(192, 192, 192), 'Silver'], 5833.0), ([(255, 255, 255), 'White'], 3212.0), ([(0, 0, 0), 'Black'], 1746.0), ([(128, 128, 0), 'Olive'], 1390.0)];959410.0;990020.0;4738.1884765625;3767.0986328125;4856.7412109375;4842.0888671875;1678788.0;343.52545475346074;False
396;396;7HIt7pA4WqY;24;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
397;397;7HJw7_fmwjY;1;['ERROR'];[True];[404];[];[];;[];[];[];;;;;;;;;
398;398;7I1H0ABg4oY;4;['images\\maxresdefault\\398_GB_7I1H0ABg4oY_0.jpg'];[False];[200];[];[];"y Gy) CLANCY'S

GHOSTRE

RA “hy
Ti
THES

 
";[];[([(18, 18, 18), 'Grey7'], 11725.0), ([(8, 8, 8), 'Grey3'], 9185.0), ([(28, 28, 28), 'Grey11'], 8763.0), ([(0, 0, 0), 'Black'], 5813.0), ([(255, 175, 0), 'Orange1'], 3936.0)];[([(0, 0, 0), 'Black'], 18325.0), ([(128, 128, 128), 'Gray'], 812.0), ([(128, 0, 0), 'Maroon'], 459.0), ([(128, 128, 0), 'Olive'], 415.0), ([(255, 255, 255), 'White'], 377.0)];1219177.0;1179028.0;6465.85693359375;6278.5009765625;6375.70849609375;5971.001953125;1679045.0;236.01773252488275;False
